,,,,,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
YOA_2022,Null,2623,10,International,Open Market,CAD,Gross Gross Premium,0,0,0,0,"-45,614",0,"-65,164",0,0,0,0,0
YOA_2022,Null,2623,10,International,Open Market,USD,Gross Net Premium,"-53,664","-115,065","-99,825","-189,080","-47,194","-80,575","-50,579","-113,350","-47,850","-95,420","-744,232",-0
YOA_2022,Null,2623,10,International,Open Market,USD,External Brokerage,"17,799","38,164","33,109","62,713","15,653","26,725","16,776","37,595","15,871","31,649","246,844",-0
YOA_2022,Null,2623,10,International,Open Market,USD,Gross Gross Premium,"-71,463","-153,230","-132,934","-251,793","-62,847","-107,300","-67,355","-150,946","-63,721","-127,069","-991,076",-0
YOA_2022,Null,2623,741,BBR Services Int PE,Open Market,EUR,Gross Net Premium,-41,0,0,0,0,0,0,0,-20,0,0,61
YOA_2022,Null,2623,741,BBR Services Int PE,Open Market,EUR,External Brokerage,12,0,0,0,0,0,0,0,6,0,0,-18
YOA_2022,Null,2623,741,BBR Services Int PE,Open Market,EUR,Gross Gross Premium,-53,0,0,0,0,0,0,0,-26,0,0,78
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,GBP,Gross Net Premium,"-1,022,561",0,"-12,782",0,0,0,0,0,0,0,0,"-1,920,228"
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,GBP,External Brokerage,"364,327",0,"4,554",0,0,0,0,0,0,0,0,"684,156"
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,GBP,Gross Gross Premium,"-1,386,887",0,"-17,336",0,0,0,0,0,0,0,0,"-2,604,384"
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,EUR,Gross Net Premium,"-1,011,987",0,0,0,0,"-313,199",0,"-172,200","-222,953",0,0,0
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,EUR,External Brokerage,"360,559",0,0,0,0,"111,589",0,"61,353","79,436",0,0,0
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,EUR,Gross Gross Premium,"-1,372,546",0,0,0,0,"-424,788",0,"-233,553","-302,389",0,0,0
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,CAD,Gross Net Premium,"-2,345,392",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,CAD,External Brokerage,"835,637",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,CAD,Gross Gross Premium,"-3,181,029",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,USD,Gross Net Premium,0,0,0,"-61,621",0,"-152,725",0,0,0,0,"-233,700","-541,075"
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,USD,External Brokerage,0,0,0,"21,955",0,"54,414",0,0,0,0,"83,265","192,779"
YOA_2022,Null,2623,755,PE Intl Healthcare,Delegated,USD,Gross Gross Premium,0,0,0,"-83,576",0,"-207,139",0,0,0,0,"-316,965","-733,854"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,GBP,Gross Net Premium,"-5,743",0,"-6,282","-30,528","-7,319","-4,952",0,"-8,979","-6,709","-5,901",0,"-1,890"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,GBP,External Brokerage,"1,233",0,"1,348","6,552","1,571","1,063",0,"1,927","1,440","1,267",0,406
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,GBP,Gross Gross Premium,"-6,975",0,"-7,630","-37,080","-8,889","-6,015",0,"-10,906","-8,149","-7,168",0,"-2,295"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,EUR,Gross Net Premium,0,0,-25,-25,-74,-38,-12,-37,-72,-87,-57,-112
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,EUR,External Brokerage,0,0,5,5,16,8,3,8,15,19,12,24
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,EUR,Gross Gross Premium,0,0,-30,-30,-90,-46,-15,-45,-87,-106,-69,-137
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,CAD,Gross Net Premium,"-166,926","-50,795","-142,502","-164,499","-72,349","-106,678","-113,452","-53,049","-85,951","-64,257","-215,875","-133,082"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,CAD,External Brokerage,"35,828","10,902","30,586","35,307","15,528","22,897","24,351","11,386","18,448","13,792","46,334","28,564"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,CAD,Gross Gross Premium,"-202,754","-61,698","-173,088","-199,806","-87,877","-129,574","-137,802","-64,435","-104,399","-78,049","-262,209","-161,646"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,USD,Gross Net Premium,"-37,064","-32,486","-60,349","-32,388","-48,077","-92,225","-12,591","-46,078","-22,440","-26,516","-51,124","-29,667"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,USD,External Brokerage,"7,955","6,973","12,953","6,952","10,319","19,795","2,702","9,890","4,816","5,691","10,973","6,367"
YOA_2022,Null,2623,755,PE Intl Healthcare,Open Market,USD,Gross Gross Premium,"-45,019","-39,459","-73,302","-39,339","-58,396","-112,019","-15,293","-55,968","-27,256","-32,207","-62,097","-36,034"
YOA_2022,Null,2623,761,Financial Institutions,Delegated,GBP,Gross Net Premium,0,0,0,"-939,559",0,"-4,513,307",0,0,0,0,"-28,406",-4
YOA_2022,Null,2623,761,Financial Institutions,Delegated,GBP,External Brokerage,0,0,0,"404,498",0,"1,943,062",0,0,0,0,"12,229",2
YOA_2022,Null,2623,761,Financial Institutions,Delegated,GBP,Gross Gross Premium,0,0,0,"-1,344,057",0,"-6,456,369",0,0,0,0,"-40,635",-6
YOA_2022,Null,2623,761,Financial Institutions,Delegated,USD,Gross Net Premium,0,0,0,0,0,0,0,0,"-909,011",0,0,"-7,292,943"
YOA_2022,Null,2623,761,Financial Institutions,Delegated,USD,External Brokerage,0,0,0,0,0,0,0,0,"391,346",0,0,"3,139,747"
YOA_2022,Null,2623,761,Financial Institutions,Delegated,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,"-1,300,358",0,0,"-10,432,690"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,GBP,Gross Net Premium,"-369,674","-228,535","-649,926","-1,241,903","-3,532,701","-3,878,576","-3,172,325","-750,021","-1,618,575","-4,368,467","-2,558,990","-1,893,463"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,GBP,External Brokerage,"49,296","30,475","86,667","165,606","471,081","517,203","423,025","100,014","215,835","582,529","341,238","252,491"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,GBP,Gross Gross Premium,"-418,970","-259,009","-736,592","-1,407,509","-4,003,782","-4,395,779","-3,595,350","-850,036","-1,834,410","-4,950,996","-2,900,228","-2,145,954"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,EUR,Gross Net Premium,"-366,711","-10,660","-197,621","-782,691","-352,885","-580,355","-1,996,594","-69,915","-299,523","-482,315","-415,244","-734,548"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,EUR,External Brokerage,"48,900","1,421","26,353","104,371","47,057","77,390","266,243","9,323","39,941","64,316","55,372","97,951"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,EUR,Gross Gross Premium,"-415,611","-12,081","-223,974","-887,062","-399,941","-657,744","-2,262,837","-79,238","-339,463","-546,631","-470,616","-832,499"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,CAD,Gross Net Premium,"-287,610","-82,059","-144,598","-36,368","-830,066","-624,735","-751,682","-50,114","-736,443","-18,747","-144,928","-152,434"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,CAD,External Brokerage,"38,352","10,942","19,282","4,850","110,688","83,308","100,236","6,683","98,204","2,500","19,326","20,327"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,CAD,Gross Gross Premium,"-325,962","-93,001","-163,880","-41,218","-940,754","-708,043","-851,918","-56,796","-834,647","-21,247","-164,255","-172,760"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,USD,Gross Net Premium,"-2,522,483","-2,276,903","-1,628,170","-3,987,707","-2,919,610","-2,248,208","-3,483,404","-1,797,352","-1,602,204","-2,206,376","-4,440,891","-3,492,175"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,USD,External Brokerage,"336,370","303,622","217,114","531,755","389,326","299,795","464,507","239,674","213,652","294,217","592,187","465,677"
YOA_2022,Null,2623,761,Financial Institutions,Open Market,USD,Gross Gross Premium,"-2,858,853","-2,580,525","-1,845,285","-4,519,462","-3,308,936","-2,548,003","-3,947,911","-2,037,026","-1,815,855","-2,500,593","-5,033,078","-3,957,851"
YOA_2022,Null,2623,762,International ML,Delegated,GBP,Gross Net Premium,0,0,0,0,0,"-230,351","-347,760",0,"-43,837",0,0,"-77,627"
YOA_2022,Null,2623,762,International ML,Delegated,GBP,External Brokerage,0,0,0,0,0,"50,489","76,223",0,"9,608",0,0,"17,014"
YOA_2022,Null,2623,762,International ML,Delegated,GBP,Gross Gross Premium,0,0,0,0,0,"-280,840","-423,983",0,"-53,445",0,0,"-94,641"
YOA_2022,Null,2623,762,International ML,Delegated,EUR,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,-879
YOA_2022,Null,2623,762,International ML,Delegated,EUR,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,193
YOA_2022,Null,2623,762,International ML,Delegated,EUR,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,"-1,072"
YOA_2022,Null,2623,762,International ML,Delegated,CAD,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,-37
YOA_2022,Null,2623,762,International ML,Delegated,CAD,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,8
YOA_2022,Null,2623,762,International ML,Delegated,CAD,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,-45
YOA_2022,Null,2623,762,International ML,Delegated,USD,Gross Net Premium,0,0,0,0,0,"-41,000","-322,875",0,0,"-124,501",0,"-85,556"
YOA_2022,Null,2623,762,International ML,Delegated,USD,External Brokerage,0,0,0,0,0,"8,986","70,768",0,0,"27,288",0,"18,752"
YOA_2022,Null,2623,762,International ML,Delegated,USD,Gross Gross Premium,0,0,0,0,0,"-49,986","-393,644",0,0,"-151,789",0,"-104,309"
YOA_2022,Null,2623,762,International ML,Open Market,GBP,Gross Net Premium,"-1,852,984","-1,014,036","-2,744,977","-3,820,035","-2,489,603","-2,855,232","-3,751,949","-1,185,849","-2,837,423","-2,616,005","-3,095,332","-2,020,663"
YOA_2022,Null,2623,762,International ML,Open Market,GBP,External Brokerage,"233,136","127,582","345,363","480,623","313,233","359,235","472,057","149,199","356,994","329,136","389,444","254,233"
YOA_2022,Null,2623,762,International ML,Open Market,GBP,Gross Gross Premium,"-2,086,120","-1,141,618","-3,090,341","-4,300,658","-2,802,835","-3,214,467","-4,224,006","-1,335,049","-3,194,418","-2,945,141","-3,484,776","-2,274,896"
YOA_2022,Null,2623,762,International ML,Open Market,EUR,Gross Net Premium,"-1,026,142","-170,604","-471,007","-140,093","-274,308","-1,099,188","-1,347,453","-183,177","-295,310","-360,320","-201,972","-60,515"
YOA_2022,Null,2623,762,International ML,Open Market,EUR,External Brokerage,"129,106","21,465","59,260","17,626","34,512","138,296","169,532","23,047","37,155","45,334","25,411","7,614"
YOA_2022,Null,2623,762,International ML,Open Market,EUR,Gross Gross Premium,"-1,155,248","-192,069","-530,267","-157,719","-308,821","-1,237,484","-1,516,985","-206,223","-332,465","-405,654","-227,383","-68,128"
YOA_2022,Null,2623,762,International ML,Open Market,CAD,Gross Net Premium,"-140,081","-457,630","-403,704","-298,124","-233,982","-541,163","-62,283","-47,060","-233,491","-178,177","-339,753","-558,231"
YOA_2022,Null,2623,762,International ML,Open Market,CAD,External Brokerage,"17,624","57,577","50,793","37,509","29,439","68,087","7,836","5,921","29,377","22,418","42,746","70,235"
YOA_2022,Null,2623,762,International ML,Open Market,CAD,Gross Gross Premium,"-157,705","-515,208","-454,497","-335,633","-263,421","-609,250","-70,120","-52,981","-262,868","-200,594","-382,499","-628,466"
YOA_2022,Null,2623,762,International ML,Open Market,USD,Gross Net Premium,"-4,260,517","-1,917,948","-3,749,802","-2,692,619","-4,017,370","-2,510,764","-5,408,943","-2,150,447","-3,844,775","-2,643,171","-4,728,467","-3,655,626"
YOA_2022,Null,2623,762,International ML,Open Market,USD,External Brokerage,"536,043","241,309","471,787","338,776","505,451","315,895","680,534","270,561","483,736","332,554","594,919","459,938"
YOA_2022,Null,2623,762,International ML,Open Market,USD,Gross Gross Premium,"-4,796,560","-2,159,257","-4,221,589","-3,031,395","-4,522,821","-2,826,659","-6,089,477","-2,421,008","-4,328,510","-2,975,726","-5,323,386","-4,115,564"
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,GBP,Gross Net Premium,0,0,0,0,"-8,200","-10,445",0,0,0,0,0,0
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,GBP,External Brokerage,0,0,0,0,"1,607","2,047",0,0,0,0,0,0
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,GBP,Gross Gross Premium,0,0,0,0,"-9,807","-12,492",0,0,0,0,0,0
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,EUR,Gross Net Premium,"-29,219",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,EUR,External Brokerage,"5,728",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,EUR,Gross Gross Premium,"-34,947",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,CAD,Gross Net Premium,"-2,147,556","-1,501,328","-1,805,130","-1,652,024","-1,935,322","-1,595,155","-1,601,646","-1,439,703","-1,593,540","-1,878,934","-1,969,754","-2,058,825"
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,CAD,External Brokerage,"420,974","294,298","353,850","323,838","379,371","312,690","313,962","282,218","312,373","368,318","386,121","403,581"
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,CAD,Gross Gross Premium,"-2,568,530","-1,795,626","-2,158,981","-1,975,862","-2,314,694","-1,907,845","-1,915,608","-1,721,921","-1,905,913","-2,247,251","-2,355,874","-2,462,406"
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,USD,Gross Net Premium,"-367,887","-413,934","-355,348","-451,268","-228,959","-251,912","-334,045","-452,208","-308,245","-227,850","-311,194","-411,178"
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,USD,External Brokerage,"72,115","81,141","69,657","88,460","44,882","49,381","65,481","88,644","60,424","44,664","61,002","80,601"
YOA_2022,Null,2623,906,Intl PE Regions,Open Market,USD,Gross Gross Premium,"-440,002","-495,076","-425,004","-539,728","-273,840","-301,293","-399,526","-540,852","-368,669","-272,514","-372,196","-491,779"
YOA_2022,Null,2623,680,BUSA D&O MM,Open Market,USD,Gross Net Premium,"-1,324,710","-304,938","-2,302,560","-126,449","-1,018,560","-2,656,922","-582,036","-619,059","-116,905","-277,693","-493,841","-173,409"
YOA_2022,Null,2623,680,BUSA D&O MM,Open Market,USD,External Brokerage,"153,155","35,255","266,209","14,619","117,760","307,178","67,292","71,572","13,516","32,105","57,095","20,049"
YOA_2022,Null,2623,680,BUSA D&O MM,Open Market,USD,Gross Gross Premium,"-1,477,865","-340,193","-2,568,769","-141,068","-1,136,320","-2,964,100","-649,328","-690,631","-130,421","-309,798","-550,936","-193,458"
YOA_2022,Null,2623,681,BUSA EPL MM,Open Market,USD,Gross Net Premium,"-514,057","-105,805","-445,297","-310,965","-780,690","-625,697","-1,372,882","-225,312","-543,120","-679,496","-893,921","-355,999"
YOA_2022,Null,2623,681,BUSA EPL MM,Open Market,USD,External Brokerage,"97,996","20,170","84,888","59,280","148,825","119,278","261,716","42,952","103,537","129,534","170,411","67,865"
YOA_2022,Null,2623,681,BUSA EPL MM,Open Market,USD,Gross Gross Premium,"-612,053","-125,974","-530,185","-370,245","-929,515","-744,975","-1,634,598","-268,264","-646,657","-809,030","-1,064,332","-423,864"
YOA_2022,Null,2623,698,BUSA CommercialCrime,Open Market,USD,Gross Net Premium,"-217,237","-127,608","-251,181","-113,061","-128,600","-240,206","-391,728","-205,503","-247,947","-512,871","-234,263","-167,403"
YOA_2022,Null,2623,698,BUSA CommercialCrime,Open Market,USD,External Brokerage,"37,067","21,774","42,860","19,292","21,943","40,987","66,841","35,065","42,308","87,512","39,973","28,564"
YOA_2022,Null,2623,698,BUSA CommercialCrime,Open Market,USD,Gross Gross Premium,"-254,304","-149,382","-294,041","-132,352","-150,543","-281,193","-458,569","-240,568","-290,254","-600,384","-274,236","-195,967"
YOA_2022,Null,2623,720,BUSA Financial Crime,Open Market,USD,Gross Net Premium,"-61,169","-48,466","-17,037","-58,935","-239,040","-14,232","-177,121","-46,166",0,"-60,459","-141,954","-188,963"
YOA_2022,Null,2623,720,BUSA Financial Crime,Open Market,USD,External Brokerage,"9,340","7,400","2,601","8,999","36,498","2,173","27,044","7,049",0,"9,231","21,674","28,852"
YOA_2022,Null,2623,720,BUSA Financial Crime,Open Market,USD,Gross Gross Premium,"-70,509","-55,866","-19,638","-67,933","-275,538","-16,405","-204,164","-53,215",0,"-69,690","-163,629","-217,815"
YOA_2022,Null,2623,920,BUSA Safeguard,Open Market,USD,Gross Net Premium,"-210,949","-191,613","-175,929","-376,561","-144,175","-1,037,138","-1,972,588","-329,368","-752,880","-287,152","-664,488","-1,647,159"
YOA_2022,Null,2623,920,BUSA Safeguard,Open Market,USD,External Brokerage,"29,661","26,942","24,737","52,947","20,272","145,830","277,362","46,312","105,861","40,376","93,432","231,604"
YOA_2022,Null,2623,920,BUSA Safeguard,Open Market,USD,Gross Gross Premium,"-240,610","-218,555","-200,666","-429,508","-164,447","-1,182,968","-2,249,950","-375,680","-858,741","-327,528","-757,920","-1,878,763"
YOA_2022,Null,2623,TRI00008,Crime,Delegated,USD,Gross Net Premium,"-146,174",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,TRI00008,Crime,Delegated,USD,External Brokerage,"60,365",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,TRI00008,Crime,Delegated,USD,Gross Gross Premium,"-206,540",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,TRI00008,Crime,Open Market,USD,Gross Net Premium,"-145,984",0,"-30,768","-262,000","-174,565","-654,627","-351,111","-235,253",0,"-197,106",0,0
YOA_2022,Null,2623,TRI00008,Crime,Open Market,USD,External Brokerage,"24,873",0,"5,242","44,640","29,743","111,537","59,823","40,083",0,"33,583",0,0
YOA_2022,Null,2623,TRI00008,Crime,Open Market,USD,Gross Gross Premium,"-170,857",0,"-36,011","-306,640","-204,308","-766,163","-410,934","-275,336",0,"-230,689",0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Delegated,USD,Gross Net Premium,0,"-27,736",0,0,"-10,809",0,0,0,0,"-7,833","-62,969",0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Delegated,USD,External Brokerage,0,"6,578",0,0,"2,564",0,0,0,0,"1,858","14,934",0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Delegated,USD,Gross Gross Premium,0,"-34,314",0,0,"-13,373",0,0,0,0,"-9,690","-77,903",0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,GBP,Gross Net Premium,0,0,0,0,0,0,"-6,474",0,0,0,"-1,991",0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,GBP,External Brokerage,0,0,0,0,0,0,858,0,0,0,264,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,GBP,Gross Gross Premium,0,0,0,0,0,0,"-7,332",0,0,0,"-2,255",0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,EUR,Gross Net Premium,0,0,0,0,"-1,544",0,"-2,127",0,"-5,758",0,0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,EUR,External Brokerage,0,0,0,0,205,0,282,0,763,0,0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,EUR,Gross Gross Premium,0,0,0,0,"-1,748",0,"-2,409",0,"-6,521",0,0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,CAD,Gross Net Premium,0,0,"-7,011",0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,CAD,External Brokerage,0,0,929,0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,CAD,Gross Gross Premium,0,0,"-7,940",0,0,0,0,0,0,0,0,0
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,USD,Gross Net Premium,"-103,679",0,"-79,336","-271,470","-451,102","-51,071","-180,786","-35,306","-36,135","-21,864","-53,533","-200,631"
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,USD,External Brokerage,"13,738",0,"10,512","35,971","59,772","6,767","23,955","4,678","4,788","2,897","7,093","26,584"
YOA_2022,Null,2623,TRI00009,Energy Liab and CAS,Open Market,USD,Gross Gross Premium,"-117,417",0,"-89,849","-307,441","-510,875","-57,839","-204,741","-39,984","-40,923","-24,761","-60,626","-227,215"
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,EUR,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,"-2,439,500",-0
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,EUR,External Brokerage,0,0,0,0,0,0,0,0,0,0,"459,145",-0
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,EUR,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,"-2,898,645",-0
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,CAD,Gross Net Premium,"-1,323,478",0,0,0,0,0,"-363,401",0,0,0,0,0
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,CAD,External Brokerage,"249,096",0,0,0,0,0,"68,397",0,0,0,0,0
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,CAD,Gross Gross Premium,"-1,572,574",0,0,0,0,0,"-431,798",0,0,0,0,0
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,USD,Gross Net Premium,"-1,850,354","-146,881","-604,251","-867,432","-352,756","-719,671",0,-0,0,"-228,690","-90,556","-3,525,030"
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,USD,External Brokerage,"348,261","27,645","113,728","163,262","66,393","135,451",0,0,0,"43,042","17,044","663,456"
YOA_2022,Null,2623,TRI00010,Energy PD,Delegated,USD,Gross Gross Premium,"-2,198,614","-174,526","-717,978","-1,030,693","-419,150","-855,122",0,-0,0,"-271,732","-107,599","-4,188,486"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,GBP,Gross Net Premium,"-11,803","-1,754","-2,438","-36,412","-41,210","-5,176","-39,625",-0,"-14,298","-53,204","-89,821","-77,429"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,GBP,External Brokerage,"1,238",184,256,"3,818","4,321",543,"4,155",0,"1,499","5,578","9,418","8,118"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,GBP,Gross Gross Premium,"-13,041","-1,938","-2,693","-40,230","-45,531","-5,719","-43,779",-0,"-15,797","-58,782","-99,238","-85,547"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,EUR,Gross Net Premium,"-490,382",0,0,0,"-57,146","-133,933","-24,314","-26,255","-17,887","-3,070",0,"-43,527"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,EUR,External Brokerage,"51,417",0,0,0,"5,992","14,043","2,549","2,753","1,875",322,0,"4,564"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,EUR,Gross Gross Premium,"-541,798",0,0,0,"-63,137","-147,976","-26,863","-29,008","-19,763","-3,391",0,"-48,090"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,CAD,Gross Net Premium,"-5,020",0,"-77,380","-59,470","-6,539","-104,832","-2,987",0,0,0,0,"-27,601"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,CAD,External Brokerage,526,0,"8,113","6,235",686,"10,992",313,0,0,0,0,"2,894"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,CAD,Gross Gross Premium,"-5,546",0,"-85,493","-65,705","-7,224","-115,823","-3,300",0,0,0,0,"-30,495"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,USD,Gross Net Premium,"-7,656,056","-251,082","-1,197,487","-4,895,255","-3,439,108","-4,925,290","-3,128,237","-673,541","-1,000,391","-1,498,565","-1,773,073","-3,976,008"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,USD,External Brokerage,"802,740","26,326","125,557","513,269","360,591","516,418","327,997","70,621","104,891","157,125","185,907","416,886"
YOA_2022,Null,2623,TRI00010,Energy PD,Open Market,USD,Gross Gross Premium,"-8,458,795","-277,408","-1,323,044","-5,408,524","-3,799,699","-5,441,708","-3,456,234","-744,162","-1,105,283","-1,655,690","-1,958,980","-4,392,894"
YOA_2022,Null,2623,TRI00089,Aviation PD,Delegated,GBP,Gross Net Premium,0,0,0,0,0,0,"-916,225",0,0,0,0,0
YOA_2022,Null,2623,TRI00089,Aviation PD,Delegated,GBP,External Brokerage,0,0,0,0,0,0,"333,059",0,0,0,0,0
YOA_2022,Null,2623,TRI00089,Aviation PD,Delegated,GBP,Gross Gross Premium,0,0,0,0,0,0,"-1,249,284",0,0,0,0,0
YOA_2022,Null,2623,TRI00089,Aviation PD,Delegated,USD,Gross Net Premium,"-156,179","-230,281","-147,345",0,0,0,0,0,"-164,840",0,0,0
YOA_2022,Null,2623,TRI00089,Aviation PD,Delegated,USD,External Brokerage,"56,773","83,710","53,562",0,0,0,0,0,"59,921",0,0,0
YOA_2022,Null,2623,TRI00089,Aviation PD,Delegated,USD,Gross Gross Premium,"-212,952","-313,991","-200,907",0,0,0,0,0,"-224,761",0,0,0
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,GBP,Gross Net Premium,"-44,190","-125,623","-129,817","-32,313","-59,467",0,"-4,414","-46,760","-2,267",0,"-17,464","-61,347"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,GBP,External Brokerage,"11,465","32,592","33,680","8,384","15,428",0,"1,145","12,132",588,0,"4,531","15,916"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,GBP,Gross Gross Premium,"-55,655","-158,215","-163,498","-40,697","-74,895",0,"-5,559","-58,892","-2,856",0,"-21,995","-77,263"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,EUR,Gross Net Premium,"-53,947","-94,671","-40,107","-46,405","-17,908","-37,199","-97,618","-228,420","-14,201","-15,894","-59,907","-30,769"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,EUR,External Brokerage,"13,996","24,562","10,406","12,040","4,646","9,651","25,327","59,263","3,684","4,124","15,543","7,983"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,EUR,Gross Gross Premium,"-67,944","-119,233","-50,513","-58,445","-22,555","-46,851","-122,945","-287,683","-17,885","-20,017","-75,449","-38,752"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,CAD,Gross Net Premium,0,0,"-20,053",0,"-34,656",0,"-10,757",0,0,0,0,"-53,181"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,CAD,External Brokerage,0,0,"5,203",0,"8,991",0,"2,791",0,0,0,0,"13,797"
YOA_2022,Null,2623,TRI00089,Aviation PD,Open Market,CAD,Gross Gross Premium,0,0,"-25,255",0,"-43,647",0,"-13,548",0,0,0,0,"-66,978"
