,,,,,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
YOA_2022,Null,3622,TRI00063,Life Direct,Delegated,GBP,External Brokerage,"107,250","2,000,622",0,"163,353","260,925","1,083","30,824",0,0,0,"26,276",0
YOA_2022,Null,3622,TRI00063,Life Direct,Delegated,GBP,Gross Gross Premium,"-750,938","-14,007,822",0,"-1,143,753","-1,826,925","-7,583","-215,824",0,0,0,"-183,976",0
YOA_2022,Null,3622,TRI00063,Life Direct,Delegated,USD,Gross Net Premium,0,"-557,500",0,0,"-39,650",0,"-81,988",0,0,0,"-378,725",0
YOA_2022,Null,3622,TRI00063,Life Direct,Delegated,USD,External Brokerage,0,"92,890",0,0,"6,606",0,"13,661",0,0,0,"63,103",0
YOA_2022,Null,3622,TRI00063,Life Direct,Delegated,USD,Gross Gross Premium,0,"-650,390",0,0,"-46,256",0,"-95,648",0,0,0,"-441,828",0
YOA_2022,Null,3622,TRI00063,Life Direct,Open Market,GBP,Gross Net Premium,"-2,191,910","-14,701",0,"-55,528","-2,549,543","-407,418","-19,500","-565,552","-286,719","-63,894",0,"-412,875"
YOA_2022,Null,3622,TRI00063,Life Direct,Open Market,GBP,External Brokerage,"465,611","3,123",0,"11,795","541,580","86,545","4,142","120,136","60,906","13,573",0,"87,704"
YOA_2022,Null,3622,TRI00063,Life Direct,Open Market,GBP,Gross Gross Premium,"-2,657,520","-17,823",0,"-67,323","-3,091,122","-493,962","-23,642","-685,687","-347,625","-77,467",0,"-500,579"
YOA_2022,Null,3622,TRI00063,Life Direct,Open Market,USD,Gross Net Premium,0,0,"-269,414","-738,326","-161,010","-193,785","-169,810","-45,784",0,"-116,002","-33,944",0
YOA_2022,Null,3622,TRI00063,Life Direct,Open Market,USD,External Brokerage,0,0,"57,229","156,837","34,202","41,164","36,071","9,725",0,"24,641","7,210",0
YOA_2022,Null,3622,TRI00063,Life Direct,Open Market,USD,Gross Gross Premium,0,0,"-326,643","-895,163","-195,212","-234,949","-205,882","-55,509",0,"-140,643","-41,154",0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Delegated,USD,Gross Net Premium,0,0,0,0,0,0,0,0,"-48,750","-27,950",0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Delegated,USD,External Brokerage,0,0,0,0,0,0,0,0,"19,894","11,406",0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Delegated,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,"-68,644","-39,356",0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,GBP,Gross Net Premium,"-365,752",0,"-92,661",0,0,"-190,222",0,0,"-21,396","-176,447",0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,GBP,External Brokerage,"82,811",0,"20,980",0,0,"43,069",0,0,"4,844","39,950",0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,GBP,Gross Gross Premium,"-448,563",0,"-113,641",0,0,"-233,291",0,0,"-26,240","-216,397",0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,EUR,Gross Net Premium,0,0,0,0,0,0,"-178,442",0,"-57,502",0,0,"-6,334"
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,EUR,External Brokerage,0,0,0,0,0,0,"40,402",0,"13,019",0,0,"1,434"
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,EUR,Gross Gross Premium,0,0,0,0,0,0,"-218,844",0,"-70,521",0,0,"-7,768"
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,CAD,Gross Net Premium,0,0,"-32,500",0,0,0,0,0,0,0,0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,CAD,External Brokerage,0,0,"7,358",0,0,0,0,0,0,0,0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,CAD,Gross Gross Premium,0,0,"-39,858",0,0,0,0,0,0,0,0,0
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,USD,Gross Net Premium,"-368,199","-27,919","-23,399","-10,357",0,"-214,307","-317,112",0,"-38,782","-31,250","-61,036","-67,668"
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,USD,External Brokerage,"83,365","6,321","5,298","2,345",0,"48,522","71,799",0,"8,781","7,075","13,819","15,321"
YOA_2022,Null,3622,TRI00064,Life Reinsurance,Open Market,USD,Gross Gross Premium,"-451,564","-34,240","-28,697","-12,701",0,"-262,829","-388,911",0,"-47,562","-38,325","-74,855","-82,989"
YOA_2022,Null,BISW,TRI00004,Cat,Open Market,EUR,Gross Net Premium,"-759,955",0,0,0,0,"-412,031",0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00004,Cat,Open Market,EUR,External Brokerage,"85,943",0,0,0,0,"46,597",0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00004,Cat,Open Market,EUR,Gross Gross Premium,"-845,898",0,0,0,0,"-458,628",0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00004,Cat,Open Market,USD,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,963
YOA_2022,Null,BISW,TRI00004,Cat,Open Market,USD,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,-109
YOA_2022,Null,BISW,TRI00004,Cat,Open Market,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,"1,072"
YOA_2022,Null,BISW,777,Intl R&W,Open Market,GBP,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,"-162,395"
YOA_2022,Null,BISW,777,Intl R&W,Open Market,GBP,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,"37,393"
YOA_2022,Null,BISW,777,Intl R&W,Open Market,GBP,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,"-199,788"
YOA_2022,Null,BISW,777,Intl R&W,Open Market,EUR,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,"-511,759"
YOA_2022,Null,BISW,777,Intl R&W,Open Market,EUR,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,"117,839"
YOA_2022,Null,BISW,777,Intl R&W,Open Market,EUR,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,"-629,598"
YOA_2022,Null,BISW,761,Financial Institutions,Open Market,GBP,Gross Net Premium,"-110,773",0,0,0,0,"-2,226","-40,402",0,0,"-6,616","-181,640","-18,921"
YOA_2022,Null,BISW,761,Financial Institutions,Open Market,GBP,External Brokerage,"15,534",0,0,0,0,312,"5,666",0,0,928,"25,472","2,653"
YOA_2022,Null,BISW,761,Financial Institutions,Open Market,GBP,Gross Gross Premium,"-126,307",0,0,0,0,"-2,538","-46,067",0,0,"-7,544","-207,112","-21,574"
YOA_2022,Null,BISW,761,Financial Institutions,Open Market,EUR,Gross Net Premium,0,0,0,"-12,042","-176,800",0,"-2,925",0,0,0,"-19,200",0
YOA_2022,Null,BISW,761,Financial Institutions,Open Market,EUR,External Brokerage,0,0,0,"1,689","24,794",0,410,0,0,0,"2,693",0
YOA_2022,Null,BISW,761,Financial Institutions,Open Market,EUR,Gross Gross Premium,0,0,0,"-13,731","-201,594",0,"-3,335",0,0,0,"-21,893",0
YOA_2022,Null,BISW,762,International ML,Open Market,GBP,Gross Net Premium,"-253,495",0,"-1,135",0,0,"-32,143","-161,858",0,"-496,127","-2,271","-28,314","-40,159"
YOA_2022,Null,BISW,762,International ML,Open Market,GBP,External Brokerage,"23,785",0,107,0,0,"3,016","15,187",0,"46,550",213,"2,657","3,768"
YOA_2022,Null,BISW,762,International ML,Open Market,GBP,Gross Gross Premium,"-277,280",0,"-1,242",0,0,"-35,159","-177,045",0,"-542,677","-2,484","-30,971","-43,927"
YOA_2022,Null,BISW,762,International ML,Open Market,EUR,Gross Net Premium,"-29,750",0,0,0,0,0,0,0,0,0,0,"-99,000"
YOA_2022,Null,BISW,762,International ML,Open Market,EUR,External Brokerage,"2,791",0,0,0,0,0,0,0,0,0,0,"9,289"
YOA_2022,Null,BISW,762,International ML,Open Market,EUR,Gross Gross Premium,"-32,541",0,0,0,0,0,0,0,0,0,0,"-108,289"
YOA_2022,Null,BISW,762,International ML,Open Market,USD,Gross Net Premium,"-2,125","-335,000",0,"-531,300","-280,000","-120,000","-195,500",0,0,0,0,0
YOA_2022,Null,BISW,762,International ML,Open Market,USD,External Brokerage,199,"31,432",0,"49,851","26,272","11,259","18,343",0,0,0,0,0
YOA_2022,Null,BISW,762,International ML,Open Market,USD,Gross Gross Premium,"-2,324","-366,432",0,"-581,151","-306,272","-131,259","-213,843",0,0,0,0,0
YOA_2022,Null,BISW,TRI00089,Aviation PD,Open Market,GBP,Gross Net Premium,"-26,100",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00089,Aviation PD,Open Market,GBP,External Brokerage,"6,262",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00089,Aviation PD,Open Market,GBP,Gross Gross Premium,"-32,361",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00089,Aviation PD,Open Market,USD,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,-0
YOA_2022,Null,BISW,TRI00089,Aviation PD,Open Market,USD,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00089,Aviation PD,Open Market,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,-0
YOA_2022,Null,BISW,TRI00090,Aviation Liab,Open Market,GBP,Gross Net Premium,"-5,206",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00090,Aviation Liab,Open Market,GBP,External Brokerage,"1,115",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00090,Aviation Liab,Open Market,GBP,Gross Gross Premium,"-6,320",0,0,0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00090,Aviation Liab,Open Market,USD,Gross Net Premium,0,0,"-10,000",0,0,0,0,0,0,0,0,-0
YOA_2022,Null,BISW,TRI00090,Aviation Liab,Open Market,USD,External Brokerage,0,0,"2,141",0,0,0,0,0,0,0,0,0
YOA_2022,Null,BISW,TRI00090,Aviation Liab,Open Market,USD,Gross Gross Premium,0,0,"-12,141",0,0,0,0,0,0,0,0,-0
YOA_2022,Null,BISW,742,BBR Services Int (Exc PE),Open Market,EUR,Gross Net Premium,0,0,0,0,0,0,"-6,282",0,0,0,0,0
YOA_2022,Null,BISW,742,BBR Services Int (Exc PE),Open Market,EUR,External Brokerage,0,0,0,0,0,0,"1,007",0,0,0,0,0
YOA_2022,Null,BISW,742,BBR Services Int (Exc PE),Open Market,EUR,Gross Gross Premium,0,0,0,0,0,0,"-7,289",0,0,0,0,0
YOA_2022,Null,BISW,742,BBR Services Int (Exc PE),Open Market,USD,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,-522
YOA_2022,Null,BISW,742,BBR Services Int (Exc PE),Open Market,USD,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,84
YOA_2022,Null,BISW,742,BBR Services Int (Exc PE),Open Market,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,-605
YOA_2022,Null,BISW,744,TMB LargeRisk Int InfoSec,Open Market,GBP,Gross Net Premium,"-57,876",0,"-562,176","-7,123",0,0,"-283,813",0,0,0,0,"-61,869"
YOA_2022,Null,BISW,744,TMB LargeRisk Int InfoSec,Open Market,GBP,External Brokerage,"3,861",0,"37,503",475,0,0,"18,933",0,0,0,0,"4,127"
YOA_2022,Null,BISW,744,TMB LargeRisk Int InfoSec,Open Market,GBP,Gross Gross Premium,"-61,736",0,"-599,679","-7,598",0,0,"-302,746",0,0,0,0,"-65,997"
YOA_2022,Null,BISW,744,TMB LargeRisk Int InfoSec,Open Market,EUR,Gross Net Premium,"-450,000",0,0,0,0,0,0,0,0,"-95,000",0,0
YOA_2022,Null,BISW,744,TMB LargeRisk Int InfoSec,Open Market,EUR,External Brokerage,"30,019",0,0,0,0,0,0,0,0,"6,337",0,0
YOA_2022,Null,BISW,744,TMB LargeRisk Int InfoSec,Open Market,EUR,Gross Gross Premium,"-480,019",0,0,0,0,0,0,0,0,"-101,337",0,0
YOA_2022,Null,BISW,769,TMB INT InfoSec MM BBR,Open Market,EUR,Gross Net Premium,0,0,0,0,0,0,"-16,561",0,0,0,0,0
YOA_2022,Null,BISW,769,TMB INT InfoSec MM BBR,Open Market,EUR,External Brokerage,0,0,0,0,0,0,"2,630",0,0,0,0,0
YOA_2022,Null,BISW,769,TMB INT InfoSec MM BBR,Open Market,EUR,Gross Gross Premium,0,0,0,0,0,0,"-19,192",0,0,0,0,0
YOA_2022,Null,BISW,712,TMB Large Risk Int,Open Market,GBP,Gross Net Premium,0,0,0,0,0,"-300,316",0,0,0,0,0,0
YOA_2022,Null,BISW,712,TMB Large Risk Int,Open Market,GBP,External Brokerage,0,0,0,0,0,"31,237",0,0,0,0,0,0
YOA_2022,Null,BISW,712,TMB Large Risk Int,Open Market,GBP,Gross Gross Premium,0,0,0,0,0,"-331,552",0,0,0,0,0,0
YOA_2022,Null,BISW,20,Political,Open Market,EUR,Gross Net Premium,0,"-166,000",0,0,"-80,000",0,0,0,0,0,0,0
YOA_2022,Null,BISW,20,Political,Open Market,EUR,External Brokerage,0,"43,000",0,0,"20,723",0,0,0,0,0,0,0
YOA_2022,Null,BISW,20,Political,Open Market,EUR,Gross Gross Premium,0,"-209,000",0,0,"-100,723",0,0,0,0,0,0,0
YOA_2022,Null,BISW,20,Political,Open Market,USD,Gross Net Premium,0,0,"-203,536",0,"-166,471",0,0,0,0,0,"-48,000","-50,192"
YOA_2022,Null,BISW,20,Political,Open Market,USD,External Brokerage,0,0,"52,724",0,"43,122",0,0,0,0,0,"12,434","13,002"
YOA_2022,Null,BISW,20,Political,Open Market,USD,Gross Gross Premium,0,0,"-256,260",0,"-209,594",0,0,0,0,0,"-60,434","-63,194"
YOA_2022,Null,USBAIC,668,BICI A&E MM,Open Market,USD,Gross Net Premium,"-1,735,622","-1,619,033","-1,328,559","-1,660,507","-1,505,217","-2,851,867","-1,834,192","-1,677,325","-1,964,634","-2,113,091","-1,076,008","-2,579,408"
YOA_2022,Null,USBAIC,668,BICI A&E MM,Open Market,USD,External Brokerage,"300,081","279,923","229,702","287,094","260,245","493,075","317,123","290,002","339,676","365,344","186,037","445,968"
YOA_2022,Null,USBAIC,668,BICI A&E MM,Open Market,USD,Gross Gross Premium,"-2,035,703","-1,898,956","-1,558,260","-1,947,601","-1,765,462","-3,344,942","-2,151,315","-1,967,326","-2,304,311","-2,478,435","-1,262,045","-3,025,376"
YOA_2022,Null,4321,949,ESG Aviation,Open Market,USD,Gross Net Premium,"-8,883",0,0,0,0,0,0,"-3,996","-6,881","-32,919","-3,881","22,560"
YOA_2022,Null,4321,949,ESG Aviation,Open Market,USD,External Brokerage,"1,211",0,0,0,0,0,0,545,938,"4,489",529,"-3,076"
YOA_2022,Null,4321,949,ESG Aviation,Open Market,USD,Gross Gross Premium,"-10,095",0,0,0,0,0,0,"-4,541","-7,820","-37,408","-4,411","25,636"
YOA_2022,Null,4321,950,ESG Marine,Open Market,GBP,Gross Net Premium,0,0,0,"-7,856",0,0,0,0,0,0,0,0
YOA_2022,Null,4321,950,ESG Marine,Open Market,GBP,External Brokerage,0,0,0,"1,609",0,0,0,0,0,0,0,0
YOA_2022,Null,4321,950,ESG Marine,Open Market,GBP,Gross Gross Premium,0,0,0,"-9,465",0,0,0,0,0,0,0,0
YOA_2022,Null,4321,950,ESG Marine,Open Market,EUR,Gross Net Premium,"-3,136","-34,230",0,0,0,0,0,0,0,0,"-9,909",0
YOA_2022,Null,4321,950,ESG Marine,Open Market,EUR,External Brokerage,642,"7,011",0,0,0,0,0,0,0,0,"2,030",0
YOA_2022,Null,4321,950,ESG Marine,Open Market,EUR,Gross Gross Premium,"-3,778","-41,241",0,0,0,0,0,0,0,0,"-11,938",0
YOA_2022,Null,4321,950,ESG Marine,Open Market,CAD,Gross Net Premium,0,0,"-4,531",0,0,0,0,0,0,0,0,0
YOA_2022,Null,4321,950,ESG Marine,Open Market,CAD,External Brokerage,0,0,928,0,0,0,0,0,0,0,0,0
YOA_2022,Null,4321,950,ESG Marine,Open Market,CAD,Gross Gross Premium,0,0,"-5,459",0,0,0,0,0,0,0,0,0
YOA_2022,Null,4321,950,ESG Marine,Open Market,USD,Gross Net Premium,0,"-9,876","-65,349","-104,608","-10,371","-37,251","-10,794","-8,211",0,0,"-7,581","44,009"
YOA_2022,Null,4321,950,ESG Marine,Open Market,USD,External Brokerage,0,"2,023","13,385","21,426","2,124","7,630","2,211","1,682",0,0,"1,553","-9,014"
YOA_2022,Null,4321,950,ESG Marine,Open Market,USD,Gross Gross Premium,0,"-11,899","-78,734","-126,034","-12,495","-44,880","-13,005","-9,893",0,0,"-9,133","53,023"
YOA_2022,Null,4321,951,ESG Property,Open Market,GBP,Gross Net Premium,0,0,"-40,081",0,0,"-17,288",0,0,0,0,0,0
YOA_2022,Null,4321,951,ESG Property,Open Market,GBP,External Brokerage,0,0,"4,453",0,0,"1,921",0,0,0,0,0,0
YOA_2022,Null,4321,951,ESG Property,Open Market,GBP,Gross Gross Premium,0,0,"-44,535",0,0,"-19,209",0,0,0,0,0,0
YOA_2022,Null,4321,951,ESG Property,Open Market,CAD,Gross Net Premium,0,0,0,"-79,629",0,0,"-16,327",0,0,0,"-119,436",0
YOA_2022,Null,4321,951,ESG Property,Open Market,CAD,External Brokerage,0,0,0,"8,848",0,0,"1,814",0,0,0,"13,271",0
YOA_2022,Null,4321,951,ESG Property,Open Market,CAD,Gross Gross Premium,0,0,0,"-88,477",0,0,"-18,141",0,0,0,"-132,707",0
YOA_2022,Null,4321,951,ESG Property,Open Market,USD,Gross Net Premium,0,"-41,774","-100,913","-16,126","-387,499","-643,279","-473,367","-250,439",0,"-119,946","-158,556","-918,470"
YOA_2022,Null,4321,951,ESG Property,Open Market,USD,External Brokerage,0,"4,642","11,213","1,792","43,055","71,475","52,596","27,827",0,"13,327","17,617","102,052"
YOA_2022,Null,4321,951,ESG Property,Open Market,USD,Gross Gross Premium,0,"-46,416","-112,125","-17,918","-430,555","-714,754","-525,963","-278,265",0,"-133,273","-176,173","-1,020,522"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,GBP,Gross Net Premium,0,0,0,0,0,"-20,132","-7,703","-78,359","-5,697","-38,794","-133,449","-141,941"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,GBP,External Brokerage,0,0,0,0,0,"2,237",856,"8,707",633,"4,310","14,828","15,771"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,GBP,Gross Gross Premium,0,0,0,0,0,"-22,369","-8,559","-87,065","-6,330","-43,104","-148,277","-157,712"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,EUR,Gross Net Premium,-720,0,0,0,0,"-16,376","-61,836",0,0,"-137,916","-110,517","-628,335"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,EUR,External Brokerage,80,0,0,0,0,"1,820","6,871",0,0,"15,324","12,280","69,815"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,EUR,Gross Gross Premium,-800,0,0,0,0,"-18,196","-68,707",0,0,"-153,240","-122,796","-698,150"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,USD,Gross Net Premium,0,0,0,"-134,991","-179,431","-128,660","-647,239","-310,820","-110,381","-352,406","-349,975","-130,805"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,USD,External Brokerage,0,0,0,"14,999","19,937","14,296","71,915","34,536","12,265","39,156","38,886","14,534"
YOA_2022,Null,4321,952,ESG Cyber,Open Market,USD,Gross Gross Premium,0,0,0,"-149,990","-199,368","-142,955","-719,155","-345,355","-122,645","-391,562","-388,861","-145,338"
YOA_2022,Null,4321,953,ESG SL,Open Market,GBP,Gross Net Premium,0,0,"-16,647","-228,485","-304,347","-144,170","-157,490","-171,200","-463,875","-414,097","-275,828","-342,503"
YOA_2022,Null,4321,953,ESG SL,Open Market,GBP,External Brokerage,0,0,"2,058","28,240","37,616","17,819","19,465","21,160","57,333","51,181","34,091","42,332"
YOA_2022,Null,4321,953,ESG SL,Open Market,GBP,Gross Gross Premium,0,0,"-18,705","-256,724","-341,962","-161,989","-176,955","-192,360","-521,208","-465,277","-309,919","-384,835"
YOA_2022,Null,4321,953,ESG SL,Open Market,EUR,Gross Net Premium,0,0,0,"-116,692",0,"-43,720","-171,293",0,0,"-57,793",0,0
YOA_2022,Null,4321,953,ESG SL,Open Market,EUR,External Brokerage,0,0,0,"14,423",0,"5,404","21,171",0,0,"7,143",0,0
YOA_2022,Null,4321,953,ESG SL,Open Market,EUR,Gross Gross Premium,0,0,0,"-131,114",0,"-49,123","-192,464",0,0,"-64,936",0,0
YOA_2022,Null,4321,953,ESG SL,Open Market,CAD,Gross Net Premium,0,"-74,520","-49,329",0,"-21,598","-55,298",0,0,0,0,0,0
YOA_2022,Null,4321,953,ESG SL,Open Market,CAD,External Brokerage,0,"9,210","6,097",0,"2,669","6,835",0,0,0,0,0,0
YOA_2022,Null,4321,953,ESG SL,Open Market,CAD,Gross Gross Premium,0,"-83,730","-55,426",0,"-24,267","-62,133",0,0,0,0,0,0
YOA_2022,Null,4321,953,ESG SL,Open Market,USD,Gross Net Premium,0,0,"-23,893",0,"-492,886","-633,546","-630,566","-70,239",0,"-92,669","-259,902","-25,136"
YOA_2022,Null,4321,953,ESG SL,Open Market,USD,External Brokerage,0,0,"2,953",0,"60,918","78,303","77,935","8,681",0,"11,454","32,123","3,107"
YOA_2022,Null,4321,953,ESG SL,Open Market,USD,Gross Gross Premium,0,0,"-26,846",0,"-553,805","-711,849","-708,501","-78,921",0,"-104,123","-292,025","-28,243"
YOA_2023,Null,BIDE,718,TMB PE Int,Open Market,EUR,Gross Net Premium,"-2,693,865","-240,447","-262,533","-231,274","-215,450","-332,526","-383,020","-204,498","-273,989","-172,218","-234,155","-296,649"
YOA_2023,Null,BIDE,718,TMB PE Int,Open Market,EUR,External Brokerage,"768,416","68,587","74,887","65,970","61,456","94,852","109,255","58,332","78,154","49,125","66,792","84,618"
YOA_2023,Null,BIDE,718,TMB PE Int,Open Market,EUR,Gross Gross Premium,"-3,462,281","-309,033","-337,420","-297,245","-276,907","-427,378","-492,276","-262,830","-352,144","-221,342","-300,947","-381,267"
YOA_2023,Null,BIDE,927,BZD Int Healthcare,Open Market,EUR,Gross Net Premium,0,0,0,0,0,0,-316,0,0,0,-494,0
YOA_2023,Null,BIDE,927,BZD Int Healthcare,Open Market,EUR,External Brokerage,0,0,0,0,0,0,78,0,0,0,122,0
YOA_2023,Null,BIDE,927,BZD Int Healthcare,Open Market,EUR,Gross Gross Premium,0,0,0,0,0,0,-394,0,0,0,-617,0
YOA_2023,Null,BIDE,927,BZD Int Healthcare,Open Market,USD,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,0,-0
YOA_2023,Null,BIDE,927,BZD Int Healthcare,Open Market,USD,External Brokerage,0,0,0,0,0,0,0,0,0,0,0,0
YOA_2023,Null,BIDE,927,BZD Int Healthcare,Open Market,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,0,-0
YOA_2023,Null,BIDE,944,BZD Int Media,Open Market,EUR,Gross Net Premium,"-13,365","-6,510",0,0,-300,"-1,350",0,0,0,"-2,239",-113,"-11,270"
YOA_2023,Null,BIDE,944,BZD Int Media,Open Market,EUR,External Brokerage,"4,350","2,119",0,0,98,439,0,0,0,729,37,"3,668"
YOA_2023,Null,BIDE,944,BZD Int Media,Open Market,EUR,Gross Gross Premium,"-17,715","-8,629",0,0,-398,"-1,789",0,0,0,"-2,968",-149,"-14,938"
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,GBP,Gross Net Premium,"-153,000",0,0,0,0,0,"-239,015",0,0,0,0,0
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,GBP,External Brokerage,"14,818",0,0,0,0,0,"23,149",0,0,0,0,0
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,GBP,Gross Gross Premium,"-167,818",0,0,0,0,0,"-262,164",0,0,0,0,0
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,EUR,Gross Net Premium,"-14,264,161",0,0,0,0,0,"-364,402",0,0,0,0,0
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,EUR,External Brokerage,"1,381,513",0,0,0,0,0,"35,293",0,0,0,0,0
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,EUR,Gross Gross Premium,"-15,645,674",0,0,0,0,0,"-399,695",0,0,0,0,0
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,USD,Gross Net Premium,"-44,100",0,0,0,0,0,"-1,734,750",0,0,0,0,"-1,900,914"
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,USD,External Brokerage,"4,271",0,0,0,0,0,"168,014",0,0,0,0,"184,107"
YOA_2023,Null,BIDE,TRI00004,Cat,Open Market,USD,Gross Gross Premium,"-48,371",0,0,0,0,0,"-1,902,764",0,0,0,0,"-2,085,021"
YOA_2023,Null,BIDE,777,Intl R&W,Open Market,EUR,Gross Net Premium,0,0,0,"-501,693","-360,000",0,0,"-717,363",0,"-126,000","-154,127","-372,800"
YOA_2023,Null,BIDE,777,Intl R&W,Open Market,EUR,External Brokerage,0,0,0,"114,789","82,369",0,0,"164,135",0,"28,829","35,265","85,298"
YOA_2023,Null,BIDE,777,Intl R&W,Open Market,EUR,Gross Gross Premium,0,0,0,"-616,482","-442,369",0,0,"-881,499",0,"-154,829","-189,392","-458,098"
YOA_2023,Null,BIDE,777,Intl R&W,Open Market,USD,Gross Net Premium,0,0,0,0,0,0,0,0,"-288,000",0,0,"-1,066,514"
YOA_2023,Null,BIDE,777,Intl R&W,Open Market,USD,External Brokerage,0,0,0,0,0,0,0,0,"65,895",0,0,"244,022"
YOA_2023,Null,BIDE,777,Intl R&W,Open Market,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,"-353,895",0,0,"-1,310,536"
YOA_2023,Null,BIDE,779,Intl Specialty (PT),Open Market,EUR,Gross Net Premium,"-85,415",0,0,0,0,0,0,0,0,0,0,0
YOA_2023,Null,BIDE,779,Intl Specialty (PT),Open Market,EUR,External Brokerage,"33,226",0,0,0,0,0,0,0,0,0,0,0
YOA_2023,Null,BIDE,779,Intl Specialty (PT),Open Market,EUR,Gross Gross Premium,"-118,640",0,0,0,0,0,0,0,0,0,0,0
YOA_2023,Null,BIDE,761,Financial Institutions,Open Market,EUR,Gross Net Premium,"-3,578,486","-116,250","-121,184","-30,320","-58,800","-171,750","-462,098","-195,271","-114,312","-708,229","-171,405",0
YOA_2023,Null,BIDE,761,Financial Institutions,Open Market,EUR,External Brokerage,"475,654","15,452","16,108","4,030","7,816","22,829","61,422","25,955","15,194","94,138","22,783",0
YOA_2023,Null,BIDE,761,Financial Institutions,Open Market,EUR,Gross Gross Premium,"-4,054,139","-131,702","-137,292","-34,350","-66,616","-194,579","-523,521","-221,226","-129,507","-802,367","-194,188",0
YOA_2023,Null,BIDE,762,International ML,Open Market,EUR,Gross Net Premium,"-9,599,669","-182,309","-476,144","-1,541,031","-405,947","-564,287","-2,077,265","-846,019","-301,099","-1,843,406","-1,512,649","-1,278,025"
YOA_2023,Null,BIDE,762,International ML,Open Market,EUR,External Brokerage,"1,007,269","19,129","49,961","161,697","42,595","59,209","217,962","88,771","31,594","193,424","158,718","134,100"
YOA_2023,Null,BIDE,762,International ML,Open Market,EUR,Gross Gross Premium,"-10,606,939","-201,438","-526,104","-1,702,727","-448,542","-623,496","-2,295,228","-934,789","-332,692","-2,036,830","-1,671,367","-1,412,125"
